CIK,Issuer Name,Entity Type,Industry Group,Jurisdiction,Child Entity Name,Clarification,Source File
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Brett Newman,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162365018000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Frank Cohen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Giovanni Cutaia,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Jonathan Gray,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen McCarthy,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,William Stein,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Anthony Beovich,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Wesley LePatner,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Paul Quinlan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Patrick Kassen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Robert Harper,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Tyler Henritze,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Nadeen Meghji,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Skurbe,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375718000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Frank Cohen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Giovanni Cutaia,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Jonathan Gray,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen McCarthy,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,William Stein,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Anthony Beovich,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Wesley LePatner,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Paul Quinlan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Leon Volchyok,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Robert Harper,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Tyler Henritze,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Nadeen Meghji,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Skurbe,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Frank Cohen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Giovanni Cutaia,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Jonathan Gray,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen McCarthy,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,William Stein,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Anthony Beovich,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Wesley LePatner,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Paul Quinlan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Judy Turchin,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375717000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,A.J. Agarwal,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kenneth Caplan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Frank Cohen,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Giovanni Cutaia,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Jonathan Gray,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen McCarthy,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,William Stein,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Anthony Beovich,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Wesley LePatner,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Paul Quinlan,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Judy Turchin,Of the General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375716000002/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1623757/000162375715000001/primary_doc.xml
0001623757,Blackstone Property Partners F.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Property Associates L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1623757/000162375715000001/primary_doc.xml
